thold | t0 | tdiff | zeta | trend |
40000 | 36303 | 10122 | 3.255057817131002 | inverse |
20000 | 42801 | 17535 | 5.223625893926433 | saturating |
20000 | 159636 | 19812 | 64.3136798304058 | saturating |
40000 | 33826 | 23374 | 1.22379382647386 | saturating |
40000 | 249784 | 34265 | 45.52170338246024 | saturating |
20000 | 163674 | 13606 | 98.44619387035131 | saturating |
40000 | 116930 | 32157 | 10.629586792922225 | saturating |
40000 | 244115 | 31500 | 47.29534382936508 | saturating |
40000 | 172341 | 7403 | 100.30197312238283 | saturating |
40000 | 283717 | 19554 | 102.91415578526133 | saturating |
20000 | 235500 | 13597 | 203.94296536000587 | saturating |
40000 | 280098 | 21718 | 90.31090524449765 | inverse |
40000 | 200141 | 5199 | 192.6159832708213 | saturating |
40000 | 140398 | 4746 | 103.8326928150021 | saturating |
40000 | 106630 | 30372 | 9.358913555248256 | saturating |
20000 | 111054 | 5577 | 110.5701175901022 | saturating |
40000 | 102021 | 16859 | 15.434314670205824 | saturating |
40000 | 277654 | 11432 | 168.58761309482156 | saturating |
40000 | 207770 | 3663 | 294.6244396669397 | inverse |
40000 | 256668 | 10609 | 155.24192248091242 | saturating |
40000 | 96370 | 22460 | 10.337463156723064 | saturating |
40000 | 227464 | 3543 | 365.08517708156927 | inverse |
10000 | 90530 | 5974 | 137.18916806160027 | saturating |
20000 | 141098 | 14053 | 70.8341478830143 | saturating |
40000 | 185332 | 8447 | 101.65724583875932 | saturating |
20000 | 75093 | 3743 | 75.32672520705317 | inverse |
40000 | 264687 | 28056 | 62.4280082415526 | saturating |
40000 | 167447 | 3977 | 176.25407222152378 | inverse |
20000 | 278961 | 12807 | 303.81525541110335 | saturating |
20000 | 117334 | 18858 | 36.50245931700074 | saturating |
40000 | 85347 | 35079 | 5.191218684255538 | saturating |
40000 | 42999 | 6506 | 7.104649558100215 | inverse |
10000 | 60880 | 4025 | 92.08383602484473 | saturating |
40000 | 67314 | 27901 | 4.060046768933013 | saturating |
40000 | 114186 | 3191 | 102.15013002193669 | inverse |
10000 | 116143 | 2137 | 631.2211721572298 | inverse |
10000 | 194825 | 7979 | 475.7084926055897 | saturating |
40000 | 181748 | 32346 | 25.530463970815557 | saturating |
40000 | 198117 | 15659 | 62.66419581231241 | saturating |
20000 | 156221 | 11268 | 108.2934009629038 | saturating |
40000 | 139601 | 16677 | 29.21454578311447 | saturating |
40000 | 161377 | 19655 | 33.1245689760875 | saturating |
20000 | 246104 | 18499 | 163.70392674198604 | saturating |
10000 | 67819 | 151 | 3045.971364900662 | inverse |
10000 | 135309 | 3921 | 466.93510535577656 | saturating |
40000 | 281540 | 32862 | 60.30123820826486 | saturating |
20000 | 279296 | 16963 | 229.93060076637389 | saturating |
40000 | 57169 | 20903 | 3.9088821712194424 | saturating |
40000 | 178254 | 26516 | 29.957844806909034 | saturating |
20000 | 202852 | 4488 | 458.4328643493761 | saturating |
10000 | 111953 | 7873 | 159.19565869427154 | saturating |
20000 | 47967 | 18003 | 6.390138001999667 | saturating |
40000 | 249428 | 769 | 2022.5724052015603 | inverse |
20000 | 66190 | 12196 | 17.96128279763857 | saturating |
40000 | 172250 | 35782 | 20.729740162651613 | saturating |
40000 | 154476 | 28097 | 21.23254669181763 | saturating |
40000 | 120089 | 31748 | 11.356123158151695 | saturating |
40000 | 122832 | 33452 | 11.27563391127586 | saturating |
40000 | 191081 | 10961 | 83.2769559369583 | inverse |
40000 | 89812 | 12688 | 15.893354634300124 | inverse |
20000 | 194113 | 17617 | 106.94175162910824 | saturating |
40000 | 287659 | 11179 | 185.05165998971285 | inverse |
20000 | 40882 | 12563 | 6.651826490487941 | saturating |
20000 | 87917 | 17459 | 22.13585797869294 | saturating |
40000 | 124383 | 37340 | 10.358282464515266 | saturating |
20000 | 278207 | 3829 | 1010.6964592452337 | saturating |
10000 | 229587 | 8890 | 592.9155294600674 | saturating |
40000 | 261247 | 39907 | 42.7556537756534 | saturating |
10000 | 132987 | 4269 | 414.2783361208714 | saturating |
20000 | 126531 | 13409 | 59.69906018718771 | saturating |
40000 | 202391 | 15586 | 65.70338265270114 | saturating |
40000 | 213977 | 27138 | 42.1790077833665 | saturating |
40000 | 279887 | 4820 | 406.3108546109959 | inverse |
40000 | 146172 | 39673 | 13.463976497870087 | saturating |
20000 | 199027 | 15407 | 128.55113496787175 | saturating |
40000 | 226545 | 28071 | 45.70788093138827 | saturating |
40000 | 82682 | 14315 | 11.939072867621377 | saturating |
10000 | 262375 | 1200 | 5736.720052083334 | inverse |
40000 | 25891 | 24685 | 0.6788979957464047 | saturating |
10000 | 52630 | 9092 | 30.465430048394193 | saturating |
40000 | 30330 | 19314 | 1.1907280987884437 | saturating |
40000 | 89869 | 7127 | 28.330423603900662 | saturating |
40000 | 250826 | 21766 | 72.26141950289443 | saturating |
10000 | 105359 | 3702 | 299.85194168017284 | saturating |
40000 | 177226 | 12230 | 64.20493678659035 | saturating |
40000 | 267502 | 12674 | 141.14983431434433 | inverse |
40000 | 269720 | 6024 | 301.9126759628154 | saturating |
20000 | 264792 | 8297 | 422.53105498372906 | saturating |
20000 | 177600 | 12984 | 121.46395563770797 | saturating |
40000 | 252917 | 16194 | 98.75109436982834 | saturating |
40000 | 139341 | 1497 | 324.24706548096196 | inverse |
20000 | 135698 | 17996 | 51.16122250500111 | saturating |
20000 | 157858 | 3686 | 338.02425615843737 | inverse |
40000 | 44453 | 26733 | 1.847968062881083 | saturating |
20000 | 235496 | 1282 | 2162.9627931357254 | inverse |
10000 | 133843 | 3382 | 529.6850576286221 | inverse |
10000 | 147863 | 4476 | 488.45993675156393 | saturating |
40000 | 34787 | 31593 | 0.9575977028139145 | saturating |
20000 | 239567 | 13957 | 205.60416811993983 | saturating |
20000 | 167264 | 16255 | 86.0573537250077 | saturating |
10000 | 104539 | 9253 | 118.10658727980116 | saturating |
40000 | 54273 | 29937 | 2.45979768263353 | saturating |
40000 | 276454 | 25743 | 74.22096697743075 | saturating |
40000 | 66432 | 27273 | 4.045402617973821 | saturating |
40000 | 260990 | 8033 | 211.98736493215486 | saturating |
40000 | 235954 | 19784 | 70.35267149716944 | saturating |
20000 | 51841 | 9405 | 14.287555986177566 | saturating |
40000 | 164130 | 2604 | 258.6276584101382 | inverse |
40000 | 50905 | 19118 | 3.3885853972695883 | saturating |
20000 | 7727 | 2262 | 1.3197729664014148 | saturating |
20000 | 11752 | 2487 | 2.77662854845195 | inverse |
40000 | 270258 | 5858 | 311.70786345169 | saturating |
40000 | 197966 | 17663 | 55.46981990035668 | saturating |
20000 | 68344 | 3454 | 67.61584157498552 | inverse |
40000 | 254935 | 20219 | 80.3598771267125 | saturating |
40000 | 269361 | 20252 | 89.56565810907564 | saturating |
40000 | 207441 | 28568 | 37.65731629883086 | saturating |
40000 | 275073 | 10556 | 179.19940159388028 | inverse |
20000 | 179025 | 12007 | 133.4636071666528 | saturating |
20000 | 290530 | 11982 | 352.22701093306625 | saturating |
40000 | 180844 | 38320 | 21.336477254697282 | saturating |
40000 | 159897 | 11776 | 54.27787578337296 | inverse |
40000 | 259986 | 37759 | 44.75272133531079 | saturating |
40000 | 57005 | 36186 | 2.245046444066766 | saturating |
10000 | 184113 | 3171 | 1068.9875991485335 | inverse |
20000 | 237008 | 7621 | 368.5395096706469 | saturating |
40000 | 77059 | 31843 | 4.662005370882141 | saturating |
40000 | 270999 | 10166 | 180.60313299478656 | saturating |
20000 | 274229 | 8914 | 421.8170543022212 | saturating |
20000 | 71348 | 7336 | 34.69559094874591 | saturating |
10000 | 69380 | 705 | 682.7779290780142 | saturating |
40000 | 252644 | 14186 | 112.4858852671648 | saturating |
20000 | 242932 | 7040 | 419.14741920454543 | saturating |
40000 | 155528 | 25814 | 23.426201658015028 | saturating |
20000 | 29245 | 19817 | 2.157920030781652 | saturating |
20000 | 236483 | 5336 | 524.0274483601949 | inverse |
20000 | 27185 | 11120 | 3.3229506519784175 | saturating |
40000 | 237728 | 26869 | 52.58346233949905 | saturating |
20000 | 82947 | 10054 | 34.21625626118958 | saturating |
40000 | 279604 | 4078 | 479.2692301128004 | saturating |
40000 | 291352 | 34944 | 60.73001652930403 | saturating |
40000 | 242516 | 7804 | 188.40982270630445 | saturating |
20000 | 272020 | 3359 | 1101.4421018160167 | inverse |
40000 | 194125 | 9481 | 99.36851499050735 | inverse |
40000 | 25301 | 4934 | 3.2435174351439 | saturating |
20000 | 190642 | 3674 | 494.61584327708215 | inverse |
40000 | 279669 | 27795 | 70.34965781705341 | saturating |
10000 | 120024 | 1209 | 1191.5434719602977 | inverse |
40000 | 81535 | 20372 | 8.158202710828586 | saturating |
40000 | 86685 | 21394 | 8.780837179816771 | saturating |
20000 | 84704 | 503 | 713.1975761431412 | saturating |
40000 | 61918 | 37299 | 2.5696658918469666 | saturating |
40000 | 249745 | 2228 | 699.871690136894 | inverse |
40000 | 151093 | 9080 | 62.85543680892071 | inverse |
20000 | 93048 | 5679 | 76.22759556259905 | saturating |
10000 | 101284 | 2049 | 500.65635217179107 | saturating |
40000 | 120059 | 10121 | 35.60459312567928 | inverse |
40000 | 257680 | 24220 | 68.53734764657308 | saturating |
40000 | 214738 | 29561 | 38.99767315381753 | saturating |
10000 | 64672 | 6569 | 63.66977597807885 | saturating |
