thold | t0 | tdiff | zeta | trend |
20000 | 18152 | 139097 | 0.11844076579653047 | inverse |
40000 | 28115 | 302618 | 0.06530123992954814 | inverse |
40000 | 36033 | 321288 | 0.1010290680791066 | inverse |
10000 | 9520 | 165744 | 0.054680953760015444 | inverse |
40000 | 9737 | 396885 | 0.0059720806404877985 | inverse |
40000 | 5514 | 357965 | 0.002123405640216222 | inverse |
40000 | 20459 | 203462 | 0.051431063417247444 | inverse |
10000 | 6188 | 166418 | 0.023009136030958187 | inverse |
20000 | 6414 | 289145 | 0.007113973266008404 | inverse |
10000 | 9329 | 322217 | 0.027009822883336383 | inverse |
40000 | 17244 | 276116 | 0.026923062770719552 | inverse |
40000 | 24050 | 158408 | 0.09128366307257209 | inverse |
20000 | 14481 | 241490 | 0.04341781460930059 | inverse |
40000 | 21357 | 381909 | 0.02985799293810829 | inverse |
40000 | 7849 | 181658 | 0.00847840461196314 | inverse |
40000 | 5375 | 65450 | 0.011035380061115355 | inverse |
40000 | 12872 | 127740 | 0.032426879599185846 | inverse |
40000 | 36341 | 189724 | 0.17402493635491556 | inverse |
40000 | 27774 | 401107 | 0.04807913324873413 | inverse |
20000 | 5605 | 203679 | 0.007712141408785392 | inverse |
40000 | 25954 | 413628 | 0.04071352253715899 | inverse |
10000 | 7508 | 249689 | 0.0225761102811898 | inverse |
40000 | 25694 | 71844 | 0.2297274775903346 | saturating |
40000 | 10394 | 126489 | 0.021352693910142388 | inverse |
40000 | 26819 | 400766 | 0.044867750819680315 | inverse |
40000 | 30569 | 302611 | 0.07720008203601324 | inverse |
40000 | 36282 | 77756 | 0.4232417832707444 | saturating |
40000 | 14094 | 75296 | 0.06595331624521887 | inverse |
40000 | 17448 | 358417 | 0.02123453296021115 | inverse |
40000 | 35919 | 41606 | 0.7752334765418449 | saturating |
40000 | 27340 | 406185 | 0.04600585939904231 | inverse |
40000 | 21574 | 247890 | 0.046939920529267015 | inverse |
20000 | 5883 | 208882 | 0.008284507281623119 | inverse |
40000 | 38306 | 401280 | 0.09141681843102073 | inverse |
20000 | 19450 | 202346 | 0.0934791149812697 | inverse |
20000 | 6585 | 407970 | 0.005314388925656298 | inverse |
10000 | 8623 | 266032 | 0.027950069540506405 | inverse |
40000 | 6261 | 297628 | 0.003292711119249533 | inverse |
20000 | 12175 | 170039 | 0.04358724322067291 | inverse |
40000 | 38555 | 112247 | 0.33107522361399416 | saturating |
40000 | 38956 | 128031 | 0.29632861103951386 | inverse |
40000 | 21459 | 99282 | 0.1159547251767692 | inverse |
40000 | 12838 | 46201 | 0.08918326659596112 | inverse |
20000 | 17193 | 370294 | 0.03991412890838091 | inverse |
10000 | 9739 | 358322 | 0.026470080263003664 | inverse |
40000 | 37861 | 111744 | 0.32070073583369124 | saturating |
40000 | 24024 | 293571 | 0.04914931788221589 | inverse |
40000 | 10826 | 219791 | 0.01333110500429954 | inverse |
40000 | 36405 | 62902 | 0.5267416079774888 | saturating |
40000 | 30724 | 242154 | 0.0974549435483205 | inverse |
40000 | 7610 | 381793 | 0.0037921137894094442 | inverse |
40000 | 8414 | 93424 | 0.018944649126562768 | inverse |
20000 | 18059 | 342524 | 0.0476065153098761 | inverse |
40000 | 9214 | 307272 | 0.006907381408003333 | inverse |
20000 | 17706 | 155046 | 0.10109981424867458 | inverse |
20000 | 17591 | 261393 | 0.059191195058781225 | inverse |
40000 | 27629 | 150401 | 0.12688772697654938 | inverse |
40000 | 33760 | 303095 | 0.09400828123195698 | inverse |
20000 | 15611 | 53243 | 0.2288594942058111 | saturating |
40000 | 36850 | 238351 | 0.1424288654127736 | inverse |
40000 | 15875 | 31067 | 0.20280009737019988 | saturating |
40000 | 14576 | 229599 | 0.023133787168062577 | inverse |
40000 | 6898 | 110946 | 0.010721973752996952 | inverse |
40000 | 31373 | 182369 | 0.13492769179520644 | inverse |
20000 | 12648 | 120866 | 0.06617737990832823 | inverse |
40000 | 31154 | 153906 | 0.15765657544215303 | inverse |
40000 | 22925 | 239341 | 0.054896113181611174 | inverse |
40000 | 33440 | 53368 | 0.5238315095188127 | saturating |
40000 | 23416 | 416017 | 0.032949918873507573 | inverse |
20000 | 18702 | 228107 | 0.0766668282867251 | inverse |
40000 | 18032 | 310472 | 0.026182153624159345 | inverse |
40000 | 14318 | 301352 | 0.017007114935357986 | inverse |
40000 | 19316 | 214835 | 0.043417955174901664 | inverse |
40000 | 21046 | 70705 | 0.15661343469344458 | inverse |
40000 | 32273 | 419126 | 0.06212609865529698 | inverse |
40000 | 7965 | 221881 | 0.007148113741149535 | inverse |
20000 | 13451 | 312980 | 0.028904307144226465 | inverse |
20000 | 10838 | 393066 | 0.014941796543074193 | inverse |
40000 | 23573 | 313866 | 0.0442614307538886 | inverse |
40000 | 15449 | 47908 | 0.1245468402980713 | saturating |
40000 | 29113 | 321473 | 0.0659127492044433 | inverse |
40000 | 23093 | 362460 | 0.036782448339127076 | inverse |
20000 | 5202 | 271498 | 0.004983610192340275 | inverse |
20000 | 8295 | 136084 | 0.025281085579495016 | inverse |
40000 | 19129 | 351828 | 0.026001244997555625 | inverse |
40000 | 22248 | 66156 | 0.18704785053509887 | saturating |
40000 | 31962 | 377487 | 0.06765593543618721 | inverse |
20000 | 7284 | 196300 | 0.013514176260825269 | inverse |
40000 | 28448 | 314285 | 0.06437538412587301 | inverse |
40000 | 7836 | 156191 | 0.00982817447868315 | inverse |
20000 | 13093 | 307298 | 0.027892574797102485 | inverse |
40000 | 11931 | 108211 | 0.03288685092088605 | inverse |
10000 | 5446 | 151400 | 0.019589772787318358 | inverse |
10000 | 6920 | 261022 | 0.01834573330983595 | inverse |
40000 | 17916 | 25330 | 0.31680127911567313 | saturating |
40000 | 6414 | 189898 | 0.005415985950352294 | inverse |
40000 | 32020 | 46356 | 0.5529383467080853 | saturating |
40000 | 32149 | 203637 | 0.12688732904629316 | inverse |
20000 | 13308 | 297851 | 0.02973011069293036 | inverse |
20000 | 11546 | 22650 | 0.294282816777042 | saturating |
40000 | 24901 | 271728 | 0.05704783837145969 | inverse |
20000 | 16789 | 82235 | 0.1713811157049918 | inverse |
40000 | 24107 | 186665 | 0.0778329425709158 | inverse |
10000 | 9382 | 277459 | 0.03172429944604428 | inverse |
20000 | 12732 | 388742 | 0.020849795494183802 | inverse |
20000 | 9332 | 334957 | 0.012999612487573031 | inverse |
40000 | 14926 | 419561 | 0.013274915685680984 | inverse |
40000 | 18280 | 86340 | 0.09675654389622423 | inverse |
40000 | 21635 | 339090 | 0.03450951259252706 | inverse |
10000 | 6668 | 391059 | 0.01136969715567216 | inverse |
40000 | 17159 | 345578 | 0.021299914997482478 | inverse |
20000 | 17263 | 38682 | 0.3852065159505713 | saturating |
40000 | 29996 | 240317 | 0.09360136985731347 | inverse |
10000 | 8966 | 245710 | 0.03271708762362134 | inverse |
40000 | 5453 | 145546 | 0.005107527688840641 | inverse |
20000 | 5434 | 106032 | 0.013924266259242493 | inverse |
40000 | 18358 | 135152 | 0.06234021028175685 | inverse |
20000 | 10492 | 143650 | 0.03831606822137139 | inverse |
20000 | 16216 | 414591 | 0.03171302030193612 | inverse |
20000 | 8447 | 21387 | 0.16681116799925189 | saturating |
40000 | 9158 | 243155 | 0.008622993975036498 | inverse |
40000 | 25471 | 81860 | 0.1981345715245541 | saturating |
40000 | 20177 | 292664 | 0.03477634155550392 | inverse |
40000 | 16253 | 49102 | 0.13449554447883996 | saturating |
40000 | 32017 | 131683 | 0.19461287504841174 | inverse |
40000 | 30194 | 46824 | 0.4867576648727148 | saturating |
20000 | 17465 | 160485 | 0.0950326276599059 | inverse |
40000 | 12292 | 85581 | 0.04413750248302777 | inverse |
40000 | 22136 | 131144 | 0.09340924784969194 | inverse |
40000 | 24322 | 406527 | 0.03637886807026347 | inverse |
20000 | 9848 | 67190 | 0.0721707873195416 | inverse |
40000 | 6469 | 292847 | 0.0035725106454906484 | inverse |
20000 | 18034 | 161744 | 0.10053700786427935 | inverse |
40000 | 10238 | 120106 | 0.021817528682996686 | inverse |
40000 | 32905 | 356306 | 0.07596974405426797 | inverse |
40000 | 16653 | 159201 | 0.04354909972299169 | inverse |
40000 | 33650 | 252652 | 0.11204369053084876 | inverse |
40000 | 9788 | 332566 | 0.007201949688182195 | inverse |
40000 | 12001 | 158572 | 0.02270640481926191 | inverse |
20000 | 9357 | 187453 | 0.02335344032904248 | inverse |
40000 | 37148 | 169603 | 0.2034123665265355 | inverse |
40000 | 9545 | 102491 | 0.02222317691309481 | inverse |
40000 | 14843 | 356205 | 0.015462630297160341 | inverse |
40000 | 36963 | 57803 | 0.5909136934934173 | saturating |
20000 | 15711 | 337092 | 0.03661248576056388 | inverse |
20000 | 7446 | 393889 | 0.007037885800314302 | inverse |
40000 | 8864 | 36625 | 0.053631737883959044 | inverse |
40000 | 32616 | 38245 | 0.695387276768205 | saturating |
20000 | 12493 | 118988 | 0.06558436523010724 | inverse |
40000 | 31173 | 183959 | 0.1320614823139939 | inverse |
20000 | 15939 | 419727 | 0.030263924050632916 | inverse |
20000 | 16865 | 83689 | 0.16993166664675166 | inverse |
40000 | 8570 | 219104 | 0.008380141394041186 | inverse |
40000 | 15292 | 322617 | 0.018120965727162548 | inverse |
40000 | 6544 | 160817 | 0.0066572464353892935 | inverse |
40000 | 27671 | 258568 | 0.07403122592509515 | inverse |
10000 | 7968 | 149524 | 0.0424607581391616 | inverse |
20000 | 10757 | 188941 | 0.030621476810221183 | inverse |
40000 | 38174 | 208510 | 0.17472234856841398 | inverse |
20000 | 11475 | 249331 | 0.026405786885706148 | inverse |
40000 | 34909 | 90004 | 0.338495589362695 | saturating |
40000 | 19231 | 170885 | 0.05410529903151242 | inverse |
40000 | 33820 | 34663 | 0.8249375414707325 | saturating |
40000 | 16202 | 395115 | 0.016609392455361097 | inverse |
20000 | 13839 | 360356 | 0.026573433077290234 | inverse |
40000 | 15066 | 253392 | 0.022394585859064217 | inverse |
40000 | 29174 | 402503 | 0.05286434361979911 | inverse |
20000 | 10459 | 308303 | 0.01774077465999358 | inverse |
40000 | 35430 | 159959 | 0.1961885389381029 | inverse |
40000 | 32572 | 65911 | 0.4024120344100378 | saturating |
40000 | 16131 | 19026 | 0.3419125946073794 | saturating |
40000 | 27021 | 384604 | 0.047460143485247165 | inverse |
20000 | 14893 | 126548 | 0.08763530399532193 | inverse |
40000 | 28659 | 45815 | 0.448181971515879 | saturating |
40000 | 5866 | 248001 | 0.0034687315776952515 | inverse |
20000 | 14444 | 348490 | 0.02993330310769319 | inverse |
40000 | 23247 | 161841 | 0.08348054711105343 | inverse |
20000 | 7978 | 280601 | 0.011341457086753076 | inverse |
40000 | 13157 | 51484 | 0.08405846913604227 | inverse |
40000 | 17464 | 263337 | 0.028954466709957202 | inverse |
40000 | 18059 | 174334 | 0.04676762435898907 | inverse |
40000 | 22791 | 320495 | 0.04051776790589557 | inverse |
40000 | 14006 | 210069 | 0.023345666899923363 | inverse |
20000 | 9970 | 194998 | 0.02548767166842737 | inverse |
40000 | 14686 | 266286 | 0.020248773499170064 | inverse |
40000 | 21760 | 59572 | 0.19870811790774193 | saturating |
10000 | 5044 | 158988 | 0.01600242534027725 | inverse |
40000 | 21674 | 104570 | 0.1123080893181601 | inverse |
40000 | 18342 | 127920 | 0.06574987570356473 | inverse |
40000 | 32819 | 216404 | 0.12443008920814772 | inverse |
40000 | 5753 | 355571 | 0.0023270323648441524 | inverse |
40000 | 7543 | 246178 | 0.005778019258422766 | inverse |
40000 | 11795 | 258563 | 0.013451462989677565 | inverse |
40000 | 8550 | 171173 | 0.01067669842790627 | inverse |
40000 | 24559 | 406331 | 0.03710918444568591 | inverse |
40000 | 7768 | 268280 | 0.005623026688534367 | inverse |
40000 | 13539 | 141099 | 0.03247799789509494 | inverse |
40000 | 24173 | 221083 | 0.06607630720136781 | inverse |
40000 | 25115 | 308626 | 0.051094465874553664 | inverse |
40000 | 37702 | 332072 | 0.10701299748247367 | inverse |
40000 | 8924 | 88266 | 0.0225561869802642 | inverse |
40000 | 12775 | 128979 | 0.03163317768784066 | inverse |
40000 | 27517 | 255305 | 0.07414516842600027 | inverse |
20000 | 9614 | 265829 | 0.017385047530555357 | inverse |
40000 | 31684 | 262466 | 0.09561960939702667 | inverse |
40000 | 15527 | 244390 | 0.024662192499693113 | inverse |
20000 | 10777 | 168324 | 0.03450005020080321 | inverse |
20000 | 15252 | 384040 | 0.03028636392042495 | inverse |
40000 | 22904 | 138518 | 0.09467961131405304 | inverse |
40000 | 20865 | 146195 | 0.0744464969732207 | inverse |
10000 | 7293 | 73943 | 0.07193087783833493 | inverse |
40000 | 16099 | 158500 | 0.04087977933753943 | inverse |
40000 | 7081 | 93342 | 0.013429260407962116 | inverse |
20000 | 8121 | 297931 | 0.011068106541447518 | inverse |
40000 | 12598 | 295931 | 0.013407652797442647 | inverse |
40000 | 23455 | 55529 | 0.24768005231500656 | saturating |
20000 | 9401 | 77817 | 0.05678630697662465 | inverse |
40000 | 16574 | 285645 | 0.024041859300880465 | inverse |
40000 | 24581 | 284249 | 0.05314227675383203 | inverse |
40000 | 19173 | 226314 | 0.04060773184601924 | inverse |
20000 | 12495 | 347911 | 0.022437494790334314 | inverse |
20000 | 8740 | 392482 | 0.009731350737103867 | inverse |
40000 | 24674 | 178148 | 0.08543546321036441 | inverse |
20000 | 15987 | 64475 | 0.1982040860798759 | inverse |
20000 | 17754 | 90646 | 0.17386565099397658 | inverse |
10000 | 5977 | 334313 | 0.010685952685058614 | inverse |
20000 | 15436 | 271253 | 0.043920269268911315 | inverse |
40000 | 28866 | 111580 | 0.1866924977594551 | inverse |
10000 | 7165 | 339055 | 0.015141267640943212 | inverse |
20000 | 6995 | 9445 | 0.25902607199576494 | saturating |
20000 | 19479 | 310254 | 0.06114851718269547 | inverse |
20000 | 18429 | 351505 | 0.04831055617985519 | inverse |
10000 | 6303 | 386910 | 0.01026797162130728 | inverse |
40000 | 35348 | 146798 | 0.21278919058842766 | inverse |
40000 | 8158 | 151378 | 0.010991188283634346 | inverse |
40000 | 14257 | 377030 | 0.013477843208763229 | inverse |
20000 | 14042 | 58894 | 0.1674005535368628 | inverse |
20000 | 13149 | 247498 | 0.03492880770753703 | inverse |
40000 | 32894 | 207282 | 0.13050038546521164 | inverse |
20000 | 19384 | 341823 | 0.0549611137928109 | inverse |
40000 | 29085 | 387057 | 0.05463905994465931 | inverse |
40000 | 27656 | 376474 | 0.05079064795975287 | inverse |
40000 | 36439 | 44342 | 0.7486134595868477 | saturating |
20000 | 13935 | 174026 | 0.05579172796018986 | inverse |
40000 | 38059 | 256249 | 0.14131640328352502 | inverse |
10000 | 9896 | 221581 | 0.04419639590037052 | inverse |
10000 | 7565 | 237244 | 0.024122517323936533 | inverse |
20000 | 15186 | 179458 | 0.06425308317266436 | inverse |
40000 | 35527 | 199046 | 0.15852714058559328 | inverse |
40000 | 18129 | 130409 | 0.0630057436603302 | inverse |
20000 | 12297 | 107635 | 0.0702449059320853 | inverse |
40000 | 27772 | 86448 | 0.2230485332222839 | saturating |
40000 | 34177 | 152993 | 0.1908694072604629 | inverse |
40000 | 25168 | 84231 | 0.18800329569873325 | inverse |
40000 | 23331 | 265106 | 0.05133187866362889 | inverse |
40000 | 24479 | 170045 | 0.08809748022582257 | inverse |
20000 | 14817 | 299865 | 0.036607054674603574 | inverse |
40000 | 19450 | 108885 | 0.08685826789732287 | inverse |
40000 | 19419 | 47006 | 0.20055820586733608 | saturating |
40000 | 7526 | 112899 | 0.012542333413050602 | inverse |
40000 | 9865 | 37798 | 0.06436731110111646 | inverse |
20000 | 7841 | 250793 | 0.01225737580394987 | inverse |
20000 | 16774 | 25861 | 0.5439988322183984 | saturating |
20000 | 17573 | 388654 | 0.03972818097845385 | inverse |
40000 | 27849 | 123801 | 0.15661561720018416 | inverse |
20000 | 17320 | 190583 | 0.07870124827502978 | inverse |
40000 | 28430 | 288807 | 0.06996583358436603 | inverse |
40000 | 14815 | 176482 | 0.03109158795231242 | inverse |
20000 | 12804 | 261344 | 0.03136525345904249 | inverse |
40000 | 39480 | 271207 | 0.1436790348331717 | inverse |
10000 | 6744 | 342219 | 0.01329018435563192 | inverse |
10000 | 8091 | 157321 | 0.04161191512894019 | inverse |
40000 | 6797 | 347663 | 0.003322125808613514 | inverse |
20000 | 13286 | 130360 | 0.06770397207732433 | inverse |
40000 | 37748 | 342701 | 0.10394713642504691 | inverse |
40000 | 6875 | 56902 | 0.020766240641805208 | inverse |
40000 | 16873 | 398551 | 0.01785832484424829 | inverse |
40000 | 9818 | 79250 | 0.030407925552050474 | inverse |
40000 | 24949 | 376982 | 0.0412786685438562 | inverse |
40000 | 15033 | 221189 | 0.025542758568464077 | inverse |
40000 | 38087 | 142062 | 0.2552793092100632 | inverse |
40000 | 7016 | 82954 | 0.014834804831593414 | inverse |
40000 | 13973 | 46825 | 0.10424171329418046 | saturating |
20000 | 17520 | 385273 | 0.03983544136235864 | inverse |
20000 | 8263 | 283793 | 0.012029396250083688 | inverse |
40000 | 32102 | 42481 | 0.6064701890256821 | saturating |
40000 | 15556 | 102491 | 0.05902692333961031 | inverse |
40000 | 21015 | 286316 | 0.03856143430684977 | inverse |
40000 | 12847 | 316987 | 0.013016733257199821 | inverse |
10000 | 8218 | 95344 | 0.07083353331095821 | inverse |
20000 | 6914 | 50111 | 0.04769750753327613 | inverse |
40000 | 12163 | 223430 | 0.016553122790135613 | inverse |
40000 | 21492 | 390465 | 0.029574101648035037 | inverse |
20000 | 14260 | 344169 | 0.029541823929522995 | inverse |
20000 | 8727 | 99364 | 0.03832400517289964 | inverse |
40000 | 20496 | 22435 | 0.46811457098283926 | saturating |
40000 | 30895 | 302680 | 0.07883747067860447 | inverse |
40000 | 8564 | 195223 | 0.009392092120293204 | inverse |
10000 | 7634 | 323283 | 0.01802691635502021 | inverse |
20000 | 15715 | 320430 | 0.03853590877882845 | inverse |
20000 | 17915 | 253554 | 0.06328971836374106 | inverse |
40000 | 24965 | 315011 | 0.04946265566916711 | inverse |
40000 | 33832 | 187427 | 0.15267333735267596 | inverse |
40000 | 30991 | 93201 | 0.2576265493395994 | saturating |
20000 | 9744 | 24180 | 0.19633071960297768 | saturating |
40000 | 17088 | 315453 | 0.023141303458835392 | inverse |
20000 | 11175 | 58384 | 0.10694764404631404 | inverse |
40000 | 29300 | 168421 | 0.12743214919754664 | inverse |
40000 | 18024 | 55553 | 0.1461957842060735 | saturating |
40000 | 15053 | 309296 | 0.01831520687302778 | inverse |
40000 | 32490 | 340811 | 0.07743295404197635 | inverse |
20000 | 13200 | 325058 | 0.02680137083228224 | inverse |
40000 | 39014 | 261184 | 0.14569156188740506 | inverse |
40000 | 5591 | 255357 | 0.003060350900895609 | inverse |
20000 | 19063 | 76963 | 0.2360861511375596 | inverse |
40000 | 32656 | 414676 | 0.06429202172298373 | inverse |
40000 | 15742 | 332710 | 0.018620612846022063 | inverse |
40000 | 5488 | 168156 | 0.004477708794214896 | inverse |
40000 | 26278 | 66825 | 0.2583364324728769 | saturating |
40000 | 21778 | 171817 | 0.06900965620398447 | inverse |
40000 | 20821 | 108191 | 0.10017331409266944 | inverse |
40000 | 18843 | 265873 | 0.033386113764842615 | inverse |
40000 | 6502 | 121598 | 0.008691755620980608 | inverse |
20000 | 14210 | 242361 | 0.04165771308089998 | inverse |
40000 | 37203 | 323134 | 0.10708121158714341 | inverse |
40000 | 6462 | 397829 | 0.0026240824575382887 | inverse |
40000 | 8948 | 145640 | 0.013743941224938204 | inverse |
40000 | 12272 | 307287 | 0.012252550872636983 | inverse |
20000 | 12124 | 376518 | 0.019519833845925025 | inverse |
40000 | 26148 | 337459 | 0.050651923937426464 | inverse |
20000 | 18984 | 65517 | 0.2750372086634003 | saturating |
10000 | 5276 | 331203 | 0.0084045663837586 | inverse |
40000 | 9042 | 368643 | 0.005544508101333811 | inverse |
20000 | 15465 | 410195 | 0.029152747473762477 | inverse |
20000 | 13908 | 210658 | 0.045911492561402846 | inverse |
20000 | 19831 | 390277 | 0.05038326124778042 | inverse |
20000 | 14698 | 172343 | 0.06267478342607474 | inverse |
20000 | 11964 | 15981 | 0.44783585507790497 | saturating |
40000 | 7173 | 256890 | 0.0050071946163727675 | inverse |
20000 | 10205 | 354484 | 0.014689241968607892 | inverse |
20000 | 6570 | 299167 | 0.007214181376956684 | inverse |
40000 | 14263 | 312803 | 0.016258888901321277 | inverse |
40000 | 36453 | 329081 | 0.10094940219885074 | inverse |
40000 | 12555 | 265150 | 0.014862155855176315 | inverse |
40000 | 10879 | 40936 | 0.07227907037815126 | inverse |
40000 | 9378 | 401637 | 0.005474276772309324 | inverse |
40000 | 34418 | 417440 | 0.07094425091031047 | inverse |
20000 | 12380 | 266293 | 0.0287773993308123 | inverse |
20000 | 18066 | 106487 | 0.15324892052551015 | inverse |
40000 | 9808 | 131715 | 0.01825852484530995 | inverse |
20000 | 19145 | 89144 | 0.20558367641119987 | inverse |
40000 | 19207 | 21754 | 0.4239551909993564 | saturating |
40000 | 32114 | 47029 | 0.548230345106211 | saturating |
40000 | 27824 | 139616 | 0.13862576209030483 | inverse |
20000 | 13876 | 117996 | 0.08158894199803382 | inverse |
10000 | 9641 | 346508 | 0.02682445455804772 | inverse |
40000 | 27255 | 271876 | 0.068306417723521 | inverse |
10000 | 5435 | 312588 | 0.009449890910719542 | inverse |
40000 | 30011 | 123926 | 0.181693131586592 | inverse |
10000 | 7132 | 294637 | 0.01726375981292234 | inverse |
40000 | 10456 | 148282 | 0.018432435494530695 | inverse |
40000 | 31884 | 269433 | 0.09432673948625447 | inverse |
40000 | 19264 | 360761 | 0.025716589099154284 | inverse |
40000 | 20739 | 225199 | 0.04774733913116843 | inverse |
40000 | 20795 | 84686 | 0.1276574714238481 | inverse |
20000 | 6247 | 366989 | 0.005316918082013358 | inverse |
20000 | 11783 | 402808 | 0.017233904118091 | inverse |
40000 | 18925 | 97277 | 0.0920452997625338 | inverse |
20000 | 6164 | 354652 | 0.005356644823658121 | inverse |
